timestamp_s,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,s3_x,s3_y,s3_z
0.053089,135.000000,274.000000,-1137.000000,-102.000000,146.000000,-876.000000,5.000000,146.000000,-997.000000
0.153318,136.000000,271.000000,-1144.000000,-101.000000,148.000000,-875.000000,7.000000,140.000000,-996.000000
0.253358,146.000000,284.000000,-1270.000000,-102.000000,142.000000,-766.000000,6.000000,135.000000,-886.000000
0.353861,278.000000,515.000000,-1530.000000,-103.000000,140.000000,-630.000000,0.000000,30.000000,-866.000000
0.453738,518.000000,655.000000,-1781.000000,-101.000000,135.000000,-503.000000,-99.000000,28.000000,-750.000000
0.553180,787.000000,789.000000,-2023.000000,-99.000000,135.000000,-484.000000,-105.000000,18.000000,-634.000000
0.654006,1046.000000,921.000000,-2033.000000,-99.000000,138.000000,-374.000000,-106.000000,18.000000,-626.000000
0.753630,1292.000000,1046.000000,-2149.000000,0.000000,141.000000,-368.000000,-106.000000,20.000000,-615.000000
0.854942,1428.000000,1171.000000,-2152.000000,2.000000,138.000000,-364.000000,-106.000000,22.000000,-509.000000
0.954462,1437.000000,1291.000000,-2047.000000,1.000000,138.000000,-360.000000,-109.000000,23.000000,-512.000000
1.055007,1423.000000,1302.000000,-2145.000000,-97.000000,138.000000,-363.000000,-108.000000,24.000000,-622.000000
1.154172,1416.000000,1305.000000,-2145.000000,-98.000000,131.000000,-361.000000,-107.000000,20.000000,-629.000000
1.254235,1310.000000,1303.000000,-2032.000000,-97.000000,129.000000,-354.000000,-103.000000,21.000000,-624.000000
1.355064,1307.000000,1301.000000,-2025.000000,1.000000,30.000000,-256.000000,-103.000000,20.000000,-621.000000
1.454723,1306.000000,1300.000000,-2025.000000,0.000000,29.000000,-255.000000,-105.000000,20.000000,-620.000000
1.554656,1306.000000,1303.000000,-2025.000000,-97.000000,31.000000,-355.000000,-102.000000,18.000000,-618.000000
1.654593,1306.000000,1304.000000,-2024.000000,2.000000,128.000000,-354.000000,-102.000000,19.000000,-619.000000
1.755390,1305.000000,1304.000000,-2026.000000,0.000000,31.000000,-353.000000,-103.000000,20.000000,-618.000000
1.855814,1307.000000,1303.000000,-2026.000000,0.000000,31.000000,-354.000000,-105.000000,19.000000,-619.000000
1.954863,1304.000000,1310.000000,-2043.000000,-99.000000,128.000000,-359.000000,-103.000000,15.000000,-619.000000
2.056067,1051.000000,1299.000000,-2404.000000,-102.000000,132.000000,-485.000000,-98.000000,24.000000,-743.000000
2.155418,389.000000,782.000000,-1902.000000,-98.000000,135.000000,-617.000000,4.000000,140.000000,-868.000000
2.256056,146.000000,394.000000,-1384.000000,-101.000000,139.000000,-750.000000,4.000000,146.000000,-893.000000
2.356147,135.000000,277.000000,-1139.000000,-102.000000,144.000000,-766.000000,9.000000,151.000000,-1002.000000
2.456344,131.000000,273.000000,-1123.000000,-101.000000,148.000000,-871.000000,6.000000,154.000000,-1001.000000
2.556737,134.000000,272.000000,-1127.000000,-102.000000,148.000000,-874.000000,5.000000,147.000000,-998.000000
2.655821,134.000000,273.000000,-1128.000000,-103.000000,146.000000,-874.000000,6.000000,150.000000,-999.000000
2.756575,132.000000,271.000000,-1129.000000,-102.000000,147.000000,-874.000000,6.000000,147.000000,-999.000000
2.856393,132.000000,271.000000,-1128.000000,-104.000000,144.000000,-876.000000,5.000000,147.000000,-998.000000
2.955813,131.000000,269.000000,-1127.000000,-102.000000,146.000000,-879.000000,6.000000,148.000000,-999.000000
